mode,configuration,system,topology,valid_trial_count,failed_trial_count,throughput_rps_mean,throughput_rps_stdev,throughput_rps_median,throughput_rps_minimum,throughput_rps_maximum,throughput_rps_ci95,average_latency_us_mean,average_latency_us_stdev,average_latency_us_median,average_latency_us_minimum,average_latency_us_maximum,average_latency_us_ci95,p50_latency_us_mean,p50_latency_us_stdev,p50_latency_us_median,p50_latency_us_minimum,p50_latency_us_maximum,p50_latency_us_ci95,p95_latency_us_mean,p95_latency_us_stdev,p95_latency_us_median,p95_latency_us_minimum,p95_latency_us_maximum,p95_latency_us_ci95,p99_latency_us_mean,p99_latency_us_stdev,p99_latency_us_median,p99_latency_us_minimum,p99_latency_us_maximum,p99_latency_us_ci95
fixed-rate,rate-500_concurrency-64,VSR (Envoy ExtProc),docker-bridge,5,0,500.454,0.020736441353337645,500.45,500.43,500.48,0.018176292251180275,4822.0,200.922870773837,4920.0,4490.0,4990.0,176.11666133560445,4043.4,141.24022090042197,4099.0,3811.0,4171.0,123.80251215544858,10357.4,456.5400311035167,10463.0,9695.0,10951.0,400.17498124695396,14335.0,597.9431411095875,14311.0,13519.0,15199.0,524.1202719987083
fixed-rate,rate-500_concurrency-64,XSR (SK_SKB/SOCKMAP),host-veth,5,0,500.506,0.030495901363947513,500.52,500.46,500.53,0.026730836126086753,2070.0,95.13148795220226,2130.0,1920.0,2140.0,83.386425753836,1967.6,88.27683727909604,2025.0,1841.0,2033.0,77.37805952594056,3368.2,106.17532670069822,3423.0,3197.0,3449.0,93.06677723011579,4273.0,142.81456508353762,4303.0,4057.0,4427.0,125.18248567591235
fixed-rate,rate-750_concurrency-64,Direct backend,host-veth,5,0,750.072,0.00836660026537391,750.07,750.06,750.08,0.007333648478105987,1246.0,19.493588689617926,1240.0,1220.0,1270.0,17.08688385867944,1211.8,16.946976131451887,1220.0,1190.0,1230.0,14.85467953205319,2197.8,38.69366873275265,2211.0,2133.0,2233.0,33.916496045434876,2745.4,53.6730845023835,2757.0,2657.0,2793.0,47.04653287969263
fixed-rate,rate-750_concurrency-64,Envoy only,docker-bridge,5,0,750.056,0.013416407865045853,750.05,750.04,750.07,0.011760000000041296,3388.0,607.4701638763834,3150.0,3030.0,4470.0,532.4710756463679,3252.6,640.6627818127099,2985.0,2885.0,4395.0,561.5656880686354,4983.8,657.0686417719232,4727.0,4523.0,6127.0,575.9460583631075,6146.2,929.5908777521432,5699.0,5503.0,7703.0,814.8223304156556
fixed-rate,rate-750_concurrency-64,VSR (Envoy ExtProc),docker-bridge,5,0,749.988,0.017888543819982047,749.98,749.98,750.02,0.015679999999985737,4530.0,169.26310879810757,4410.0,4400.0,4730.0,148.3656564033604,3822.2,137.23410654789865,3781.0,3679.0,3975.0,120.29099810043974,9655.0,231.44761826383092,9647.0,9311.0,9887.0,202.8727822059923,13482.2,506.04663816687884,13471.0,12759.0,14159.0,443.5694356287412
fixed-rate,rate-750_concurrency-64,XSR (SK_SKB/SOCKMAP),host-veth,5,0,750.054,0.01341640786502043,750.06,750.04,750.07,0.011760000000019014,1876.0,68.7749954561976,1890.0,1780.0,1960.0,60.28394147698041,1815.2,69.68285298407349,1823.0,1730.0,1910.0,61.079713686296856,3036.2,105.84516994175974,3083.0,2879.0,3143.0,92.77738207127855,3714.6,146.3516313540782,3773.0,3495.0,3845.0,128.2828609596777
fixed-rate,rate-900_concurrency-64,Direct backend,host-veth,5,0,897.842,2.841376427015632,899.88,894.66,899.94,2.4905762494651897,1148.0,69.06518659932803,1130.0,1060.0,1240.0,60.538305229003555,1121.6,61.88941751220478,1112.0,1040.0,1202.0,54.24846630090107,2028.2,122.44468138714723,2002.0,1881.0,2179.0,107.32749537746605,2469.4,196.56245826708619,2453.0,2257.0,2699.0,172.2945912557907
fixed-rate,rate-900_concurrency-64,Envoy only,docker-bridge,5,0,899.9,0.01870828693385269,899.89,899.88,899.92,0.016398536520052964,2914.0,321.6830738475371,2920.0,2480.0,3360.0,281.96764637099767,2779.8,325.73179150951785,2767.0,2337.0,3239.0,285.5165038732437,4400.6,387.87214388249123,4395.0,3871.0,4915.0,339.98492427753314,5326.2,367.59107714959566,5323.0,4883.0,5835.0,322.20778548011526
fixed-rate,rate-900_concurrency-64,VSR (Envoy ExtProc),docker-bridge,5,0,899.748,0.19524343778986852,899.83,899.4,899.85,0.17113841883108774,6308.0,214.75567512873786,6310.0,6030.0,6630.0,188.24164895155374,4613.4,136.75086837018623,4587.0,4439.0,4763.0,119.86742116188202,15591.0,530.1169682249381,15599.0,14927.0,16255.0,464.66801017500654,23039.0,6291.144252041913,21599.0,18431.0,33855.0,5514.4310718985325
fixed-rate,rate-900_concurrency-64,XSR (SK_SKB/SOCKMAP),host-veth,5,0,899.892,0.03193743884535629,899.89,899.85,899.94,0.027994399439899953,1880.0,118.95377253370319,1840.0,1800.0,2090.0,104.26757885363982,1803.6,123.15965248408263,1754.0,1724.0,2022.0,107.95419517554656,3086.2,174.1240936803405,3019.0,2997.0,3397.0,152.62649751599488,3830.6,200.8800637196235,3741.0,3707.0,4183.0,176.07913929821441
