mode,configuration,system,topology,valid_trial_count,failed_trial_count,throughput_rps_mean,throughput_rps_stdev,throughput_rps_median,throughput_rps_minimum,throughput_rps_maximum,throughput_rps_ci95,average_latency_us_mean,average_latency_us_stdev,average_latency_us_median,average_latency_us_minimum,average_latency_us_maximum,average_latency_us_ci95,p50_latency_us_mean,p50_latency_us_stdev,p50_latency_us_median,p50_latency_us_minimum,p50_latency_us_maximum,p50_latency_us_ci95,p95_latency_us_mean,p95_latency_us_stdev,p95_latency_us_median,p95_latency_us_minimum,p95_latency_us_maximum,p95_latency_us_ci95,p99_latency_us_mean,p99_latency_us_stdev,p99_latency_us_median,p99_latency_us_minimum,p99_latency_us_maximum,p99_latency_us_ci95
saturation,concurrency-1,Direct backend,host-veth,5,0,29168.474,109.8477447651968,29181.35,29015.31,29302.82,96.28579359225047,29.858,0.5882771455700115,29.69,29.43,30.89,0.5156476533448013,29.0,0.0,29.0,29.0,29.0,0.0,36.4,0.5477225575051661,36.0,36.0,37.0,0.4800999895855029,40.6,0.8944271909999159,40.0,40.0,42.0,0.7839999999999999
saturation,concurrency-1,Envoy only,docker-bridge,5,0,2124.368,5.796392843829663,2126.93,2117.8,2130.28,5.0807623418538075,466.818,1.2132477076013655,466.12,465.85,468.46,1.063458504315037,460.0,1.0,460.0,459.0,461.0,0.8765386471799175,504.4,1.51657508881031,504.0,503.0,507.0,1.3293366766925523,559.0,13.0,560.0,543.0,576.0,11.395002413338927
saturation,concurrency-1,VSR (Envoy ExtProc),docker-bridge,5,0,399.972,0.5151407574634346,399.68,399.49,400.63,0.45154078265423697,2498.0,4.47213595499958,2500.0,2490.0,2500.0,3.9199999999999995,2412.4,3.9749213828703582,2413.0,2407.0,2417.0,3.4841722115877105,3622.6,14.20563268566381,3624.0,3606.0,3642.0,12.451786056626574,4271.2,44.34185381780965,4268.0,4223.0,4339.0,38.86734855891253
saturation,concurrency-1,XSR (SK_SKB/SOCKMAP),host-veth,5,0,7352.082,192.8024101768441,7415.51,7101.66,7569.53,168.99876378943847,131.434,3.553692445893426,130.34,127.73,136.55,3.114948769016916,123.0,2.9154759474226504,122.0,120.0,127.0,2.5555273428394383,235.4,5.319774431308154,233.0,231.0,244.0,4.662987883321164,281.4,11.282730166054668,278.0,273.0,301.0,9.889749036249604
saturation,concurrency-128,Direct backend,host-veth,5,0,367703.866,929.532285926616,368347.24,366588.84,368398.73,814.7709724161723,182.96,0.6889121859859887,182.93,182.15,183.75,0.6038581555299183,179.4,0.5477225575051661,179.0,179.0,180.0,0.4800999895855029,323.0,1.0,323.0,322.0,324.0,0.8765386471799175,369.0,2.6457513110645907,368.0,366.0,373.0,2.3191032749750495
saturation,concurrency-128,Envoy only,docker-bridge,5,0,15357.972,223.9762411953552,15456.13,15051.87,15611.29,196.32383145781955,7630.0,103.440804327886,7660.0,7480.0,7760.0,90.66986268876775,7271.6,73.7854999305419,7258.0,7170.0,7368.0,64.6758422906111,11711.2,123.12473350224965,11711.0,11546.0,11893.0,107.92358733844978,14366.0,353.3503926699389,14485.0,13770.0,14652.0,309.72527517140094
saturation,concurrency-128,VSR (Envoy ExtProc),docker-bridge,5,0,1073.384,13.424884729486557,1077.45,1050.06,1084.15,11.76743029933048,109456.0,5654.182522699457,111270.0,99680.0,113770.0,4956.109499355315,113615.6,5631.735593935497,116579.0,104630.0,118083.0,4936.43389878321,136149.6,9107.603515744413,136612.0,125397.0,148431.0,7983.166464741667,234541.0,8620.619554301187,236603.0,219973.0,241692.0,7556.306201979906
saturation,concurrency-128,XSR (SK_SKB/SOCKMAP),host-veth,5,0,25956.69,51.61703401010202,25979.91,25892.73,26002.95,45.24432516265462,2592.0,8.366600265340756,2590.0,2580.0,2600.0,7.333648478076926,2492.2,5.06951674225463,2491.0,2487.0,2500.0,4.443627347111817,4996.8,23.815961034566712,4995.0,4963.0,5030.0,20.875610266528735,6023.8,19.51153504981092,6019.0,5996.0,6044.0,17.102614536964808
saturation,concurrency-16,Direct backend,host-veth,5,0,361888.192,865.1603519116981,361887.83,360800.33,362923.43,758.3464844583812,29.238,0.41799521528362016,29.12,28.86,29.84,0.3663889605323828,25.0,0.0,25.0,25.0,25.0,0.0,45.2,0.4472135954999579,45.0,45.0,46.0,0.39199999999999996,64.2,4.604345773288535,63.0,60.0,72.0,4.035887015266903
saturation,concurrency-16,Envoy only,docker-bridge,5,0,10643.96,43.869999430134165,10629.73,10596.52,10705.71,38.453749952273554,1486.0,5.477225575051661,1490.0,1480.0,1490.0,4.800999895855029,1453.4,3.9749213828703582,1454.0,1448.0,1458.0,3.4841722115877105,1916.6,11.653325705565772,1923.0,1902.0,1926.0,10.21459034910358,2306.4,39.11265779770022,2311.0,2256.0,2351.0,34.28375615360721
saturation,concurrency-16,VSR (Envoy ExtProc),docker-bridge,5,0,1111.008,9.5732241172972,1113.31,1095.09,1119.49,8.391300916925847,14384.0,113.26958991715296,14370.0,14260.0,14560.0,99.28517311260528,14178.6,131.70914926458224,14138.0,14064.0,14401.0,115.44815951759473,19861.8,449.2284496778894,20009.0,19084.0,20216.0,393.7660975553888,26926.0,168.07587572284132,26882.0,26782.0,27200.0,147.32500072967926
saturation,concurrency-16,XSR (SK_SKB/SOCKMAP),host-veth,5,0,26256.784,75.36996338064577,26277.75,26132.72,26320.03,66.06468573967118,463.84,1.698278540169419,462.82,462.53,466.53,1.4886067741347877,389.4,8.1117199162693,391.0,376.0,398.0,7.110236001709086,860.4,3.0495901363953815,859.0,858.0,865.0,2.673083612609228,2566.6,409.7746941918205,2500.0,2077.0,3214.0,359.1833560954627
saturation,concurrency-192,Direct backend,host-veth,5,0,364767.108,985.9428144015218,365120.99,363359.15,365735.38,864.2169807322704,273.502,3.0279646629378014,272.67,271.3,278.73,2.6541280493600956,268.0,1.0,268.0,267.0,269.0,0.8765386471799175,482.4,1.140175425099138,482.0,481.0,484.0,0.9994078246641858,542.8,2.7748873851023217,543.0,540.0,546.0,2.432296034614208
saturation,concurrency-192,Envoy only,docker-bridge,5,0,15489.598,231.4225747847429,15621.13,15217.48,15709.98,202.85083062871183,10008.0,1601.9893882295225,10400.0,8210.0,11780.0,1404.2056111552893,9613.2,1666.2255849674136,9908.0,7854.0,11513.0,1460.5111201439036,15146.8,1812.2693508416457,15886.0,12819.0,16761.0,1588.5241251123634,18885.0,2549.0098077488833,20040.0,15812.0,21125.0,2234.3056085325475
saturation,concurrency-192,VSR (Envoy ExtProc),docker-bridge,5,0,1074.292,3.3561019054849943,1074.46,1069.37,1078.35,2.9417530240317604,140838.0,15215.376104454335,136280.0,123070.0,164190.0,13336.865186932046,148627.4,14706.933953071251,144575.0,131080.0,171236.0,12891.195991389472,176438.6,13517.421251851258,173851.0,159912.0,195813.0,11848.542137458768,308526.4,28804.42412720657,303107.0,272238.0,351865.0,25248.190957258223
saturation,concurrency-192,XSR (SK_SKB/SOCKMAP),host-veth,5,0,25581.238,1295.3864146732426,26128.64,23265.56,26219.64,1135.4562554929275,1794.0,331.3306505592261,1810.0,1500.0,2320.0,290.42412021042605,1326.2,396.26973136993445,1400.0,859.0,1899.0,347.3457342533517,5146.2,620.2126248311945,5056.0,4326.0,5843.0,543.6403351334409,6842.0,809.3772297266585,6537.0,5860.0,7749.0,709.4504220028346
saturation,concurrency-2,Direct backend,host-veth,5,0,46806.434,68.46760204651358,46788.73,46761.37,46926.42,60.014499273503965,36.746,0.12381437719425108,36.73,36.58,36.92,0.10852808668727286,37.0,0.0,37.0,37.0,37.0,0.0,42.0,0.0,42.0,42.0,42.0,0.0,45.0,0.0,45.0,45.0,45.0,0.0
saturation,concurrency-2,Envoy only,docker-bridge,5,0,3751.568,18.755289120671996,3755.09,3726.48,3773.14,16.439735753302056,528.65,2.5844245007351225,528.23,525.72,532.39,2.265347955612998,521.6,2.5099800796022267,522.0,519.0,524.0,2.200094543423077,591.0,4.183300132670378,589.0,587.0,596.0,3.666824239038463,709.2,38.388800450131285,685.0,679.0,756.0,33.649267213417886
saturation,concurrency-2,VSR (Envoy ExtProc),docker-bridge,5,0,747.8,10.941448715777991,752.11,728.6,755.95,9.590602655516486,2670.0,40.0,2660.0,2640.0,2740.0,35.0615458871967,2581.0,35.482389998420345,2569.0,2554.0,2642.0,31.101686127925603,3985.8,69.10282193948377,3956.0,3938.0,4107.0,60.571294059149835,4960.4,150.73420315243652,4907.0,4817.0,5203.0,132.1243545149796
saturation,concurrency-2,XSR (SK_SKB/SOCKMAP),host-veth,5,0,12426.618,47.84380179291798,12421.47,12368.33,12496.94,41.93694129950844,155.222,0.6171871677214243,155.14,154.3,155.88,0.5409884050513422,145.4,0.5477225575051661,145.0,145.0,146.0,0.4800999895855029,279.8,1.0954451150103321,280.0,278.0,281.0,0.9601999791710057,330.2,1.3038404810405297,331.0,328.0,331.0,1.1428665713896788
saturation,concurrency-256,Direct backend,host-veth,5,0,361452.958,2039.1589641123967,362256.79,357937.53,363156.89,1787.401639787882,325.168,24.674787131807243,315.62,308.67,367.85,21.62840453196676,312.4,29.678274882479272,297.0,292.0,363.0,26.014154916122106,615.6,19.269146322554096,607.0,606.0,650.0,16.89015144988345,700.8,13.682105101189656,695.0,693.0,725.0,11.99289389597023
saturation,concurrency-256,Envoy only,docker-bridge,5,0,15451.618,284.2336094131024,15317.2,15167.58,15839.36,249.14174347802586,11614.0,2206.871088215168,12110.0,8350.0,14350.0,1934.407798164596,11216.8,2187.4962171395864,11744.0,7984.0,13939.0,1917.4249748827199,17640.4,3069.8793624505834,18332.0,12981.0,21287.0,2690.867903367982,22504.2,4284.996289379957,23441.0,15827.0,26761.0,3755.9648506640733
saturation,concurrency-256,VSR (Envoy ExtProc),docker-bridge,5,0,1064.646,6.816533576532846,1064.33,1055.71,1074.8,5.974955119630586,160586.0,33544.40087406541,161010.0,123230.0,210120.0,29402.963762614138,167439.0,35224.883023226634,168643.0,127159.0,218579.0,30875.971312249916,201822.4,38931.30614685307,192103.0,161143.0,245512.0,34124.7944229098,348696.4,72402.39311514502,347483.0,265980.0,450667.0,63463.495713737786
saturation,concurrency-256,XSR (SK_SKB/SOCKMAP),host-veth,5,0,3637.304,4980.1242384432535,0.4,0.35,9126.21,4365.2713627529665,4816.0,2448.7813295596648,6500.0,2100.0,6720.0,2146.451473851668,4771.2,2833.702648479547,5072.0,2057.0,8861.0,2483.8498860084114,8676.4,4489.662604249901,10041.0,4048.0,14426.0,3935.3627854234737,8914.6,4188.993590350789,10041.0,4621.0,14426.0,3671.814774731426
saturation,concurrency-32,Direct backend,host-veth,5,0,369990.464,1011.1869126081544,370388.66,368724.81,371147.65,886.3444084235891,52.382,3.215170290979935,50.87,50.65,58.11,2.818221017308614,48.0,0.0,48.0,48.0,48.0,0.0,83.6,0.5477225575051661,84.0,83.0,84.0,0.4800999895855029,106.4,2.073644135332772,106.0,104.0,109.0,1.8176292251171577
saturation,concurrency-32,Envoy only,docker-bridge,5,0,13352.696,106.08943646753862,13348.49,13196.52,13475.3,92.99149112133611,2356.0,27.018512172212592,2350.0,2330.0,2400.0,23.68277010824536,2247.6,27.790286072654954,2258.0,2214.0,2281.0,24.359259758867875,3356.6,49.01836390578535,3342.0,3296.0,3418.0,42.966490384949985,4635.2,276.6897179152127,4697.0,4183.0,4869.0,242.52923102999355
saturation,concurrency-32,VSR (Envoy ExtProc),docker-bridge,5,0,1111.31,2.5552690660671797,1112.01,1108.15,1114.75,2.239792090351217,28566.0,110.13627921806692,28570.0,28460.0,28730.0,96.53870519123403,28336.2,250.19732212795563,28371.0,27976.0,28673.0,219.30762226607627,36457.2,1182.4156206681305,36822.0,35028.0,37769.0,1036.4329885448456,56140.0,327.76210885335723,56158.0,55794.0,56618.0,287.29615549115863
saturation,concurrency-32,XSR (SK_SKB/SOCKMAP),host-veth,5,0,26209.532,44.16597412035672,26218.58,26141.78,26261.57,38.713183206840725,747.694,3.089025736377092,746.73,744.95,752.21,2.7076504400679244,692.2,5.06951674225463,694.0,684.0,697.0,4.443627347111817,1451.2,6.300793600809346,1452.0,1443.0,1460.0,5.522889099013305,1999.6,33.81271950021175,1996.0,1954.0,2049.0,29.63815540818962
saturation,concurrency-4,Direct backend,host-veth,5,0,344028.044,1094.8565561433204,343774.22,342826.98,345806.25,959.6840845779294,9.3,0.45199557519958133,9.13,8.79,9.82,0.3961915900167497,7.0,0.0,7.0,7.0,7.0,0.0,10.0,0.0,10.0,10.0,10.0,0.0,13.0,0.7071067811865476,13.0,12.0,14.0,0.6198064213930023
